id,fecha,hora,lluvia_mm,tasa_mm_hr
9575,2026-08-02,12:15:00,0.0,0.0
9576,2026-08-02,12:30:00,0.0,0.0
9577,2026-08-02,12:45:00,0.0,0.0
9578,2026-08-02,13:00:00,0.0,0.0
9579,2026-08-02,13:15:00,0.0,0.0
9580,2026-08-02,13:30:00,0.0,0.0
9581,2026-08-02,13:45:00,0.0,0.0
9582,2026-08-02,14:00:00,0.0,0.0
9583,2026-08-02,14:15:00,0.0,0.0
9584,2026-08-02,14:30:00,0.0,0.0
9585,2026-08-02,14:45:00,0.0,0.0
9586,2026-08-02,15:00:00,0.0,0.0
9587,2026-08-02,15:15:00,0.0,0.0
9588,2026-08-02,15:30:00,0.0,0.0
9589,2026-08-02,15:45:00,0.0,0.0
9590,2026-08-02,16:00:00,0.0,0.0
9591,2026-08-02,16:15:00,0.0,0.0
9592,2026-08-02,16:30:00,0.0,0.0
9593,2026-08-02,16:45:00,0.0,0.0
9594,2026-08-02,17:00:00,0.0,0.0
9595,2026-08-02,17:15:00,0.0,0.0
9596,2026-08-02,17:30:00,0.0,0.0
9597,2026-08-02,17:45:00,0.0,0.0
9598,2026-08-02,18:00:00,0.0,0.0
9599,2026-08-02,18:15:00,0.0,0.0
9600,2026-08-02,18:30:00,0.0,0.0
9601,2026-08-02,18:45:00,0.0,0.0
9602,2026-08-02,19:00:00,0.0,0.0
9603,2026-08-02,19:15:00,0.0,0.0
9604,2026-08-02,19:30:00,0.0,0.0
9605,2026-08-02,19:45:00,0.0,0.0
9606,2026-08-02,20:00:00,0.0,0.0
9607,2026-08-02,20:15:00,0.0,0.0
9608,2026-08-02,20:30:00,0.0,0.0
9609,2026-08-02,20:45:00,0.0,0.0
9610,2026-08-02,21:00:00,0.0,0.0
9611,2026-08-02,21:15:00,0.0,0.0
9612,2026-08-02,21:30:00,0.0,0.0
9613,2026-08-02,21:45:00,0.0,0.0
9614,2026-08-02,22:00:00,0.0,0.0
9615,2026-08-02,22:15:00,0.0,0.0
9616,2026-08-02,22:30:00,0.0,0.0
9617,2026-08-02,22:45:00,0.0,0.0
9618,2026-08-02,23:00:00,0.0,0.0
9619,2026-08-02,23:15:00,0.0,0.0
9620,2026-08-02,23:30:00,0.0,0.0
9621,2026-08-02,23:45:00,0.0,0.0
9622,2026-08-03,00:15:00,0.0,0.0
9623,2026-08-03,00:30:00,0.0,0.0
9624,2026-08-03,00:45:00,0.0,0.0
9625,2026-08-03,01:00:00,0.0,0.0
9626,2026-08-03,01:15:00,0.0,0.0
9627,2026-08-03,01:30:00,0.0,0.0
9628,2026-08-03,01:45:00,0.0,0.0
9629,2026-08-03,02:00:00,0.0,0.0
9630,2026-08-03,02:15:00,0.0,0.0
9631,2026-08-03,02:30:00,0.0,0.0
9632,2026-08-03,02:45:00,0.0,0.0
9633,2026-08-03,03:00:00,0.0,0.0
9634,2026-08-03,03:15:00,0.0,0.0
9635,2026-08-03,03:30:00,0.0,0.0
9636,2026-08-03,03:45:00,0.0,0.0
9637,2026-08-03,04:00:00,0.0,0.0
9638,2026-08-03,04:15:00,0.0,0.0
9639,2026-08-03,04:30:00,0.0,0.0
9640,2026-08-03,04:45:00,0.0,0.0
9641,2026-08-03,05:00:00,0.0,0.0
9642,2026-08-03,05:15:00,0.0,0.0
9643,2026-08-03,05:30:00,0.0,0.0
9644,2026-08-03,05:45:00,0.0,0.0
9645,2026-08-03,06:00:00,0.0,0.0
9646,2026-08-03,06:15:00,0.0,0.0
9647,2026-08-03,06:30:00,0.0,0.0
9648,2026-08-03,06:45:00,0.0,0.0
9649,2026-08-03,07:00:00,0.0,0.0
9650,2026-08-03,07:15:00,0.0,0.0
9651,2026-08-03,07:30:00,0.0,0.0
9652,2026-08-03,07:45:00,0.0,0.0
9653,2026-08-03,08:00:00,0.0,0.0
9654,2026-08-03,08:15:00,0.0,0.0
9655,2026-08-03,08:30:00,0.0,0.0
9656,2026-08-03,08:45:00,0.0,0.0
9657,2026-08-03,09:00:00,0.0,0.0
9658,2026-08-03,09:15:00,0.0,0.0
9659,2026-08-03,09:30:00,0.0,0.0
9660,2026-08-03,09:45:00,0.0,0.0
9661,2026-08-03,10:00:00,0.0,0.0
9662,2026-08-03,10:15:00,0.0,0.0
9663,2026-08-03,10:30:00,0.0,0.0
9664,2026-08-03,10:45:00,0.0,0.0
9665,2026-08-03,11:00:00,0.0,0.0
9666,2026-08-03,11:15:00,0.0,0.0
9667,2026-08-03,11:30:00,0.0,0.0
9668,2026-08-03,11:45:00,0.0,0.0
9669,2026-08-03,12:00:00,0.0,0.0
9670,2026-08-03,12:15:00,0.0,0.0
9671,2026-08-03,12:30:00,0.0,0.0
9672,2026-08-03,12:45:00,0.0,0.0
9673,2026-08-03,13:00:00,0.0,0.0
9674,2026-08-03,13:15:00,0.0,0.0
9675,2026-08-03,13:30:00,0.0,0.0
9676,2026-08-03,13:45:00,0.0,0.0
9677,2026-08-03,14:00:00,0.0,0.0
9678,2026-08-03,14:15:00,0.0,0.0
9679,2026-08-03,14:30:00,0.0,0.0
9680,2026-08-03,14:45:00,0.0,0.0
9681,2026-08-03,15:00:00,0.0,0.0
9682,2026-08-03,15:15:00,0.0,0.0
9683,2026-08-03,15:30:00,0.0,0.0
9684,2026-08-03,15:45:00,0.4,7.6
9685,2026-08-03,16:00:00,0.8,7.6
9686,2026-08-03,16:15:00,0.0,0.0
9687,2026-08-03,16:30:00,1.0,12.4
9688,2026-08-03,16:45:00,0.0,0.0
9689,2026-08-03,17:00:00,0.0,0.0
9690,2026-08-03,17:15:00,0.0,0.0
9691,2026-08-03,17:30:00,0.0,0.0
9692,2026-08-03,17:45:00,0.0,0.0
9693,2026-08-03,18:00:00,0.0,0.0
9694,2026-08-03,18:15:00,0.0,0.0
9695,2026-08-03,18:30:00,0.0,0.0
9696,2026-08-03,18:45:00,0.0,0.0
9697,2026-08-03,19:00:00,0.4,4.2
9698,2026-08-03,19:15:00,0.4,2.6
9699,2026-08-03,19:30:00,0.0,0.0
9700,2026-08-03,19:45:00,0.0,0.0
9701,2026-08-03,20:00:00,0.4,1.4
9702,2026-08-03,20:15:00,0.0,0.8
9703,2026-08-03,20:30:00,0.0,0.0
9704,2026-08-03,20:45:00,0.0,0.0
9705,2026-08-03,21:00:00,0.0,0.0
9706,2026-08-03,21:15:00,0.0,0.0
9707,2026-08-03,21:30:00,0.0,0.0
9708,2026-08-03,21:45:00,0.0,0.0
9709,2026-08-03,22:00:00,0.0,0.0
9710,2026-08-03,22:15:00,0.0,0.0
9711,2026-08-03,22:30:00,0.0,0.0
9712,2026-08-03,22:45:00,0.0,0.0
9713,2026-08-03,23:00:00,0.0,0.0
9714,2026-08-03,23:15:00,0.0,0.0
9715,2026-08-03,23:30:00,0.0,0.0
9716,2026-08-03,23:45:00,0.0,0.0
9717,2026-08-04,00:15:00,0.0,0.0
9718,2026-08-04,00:30:00,0.0,0.0
9719,2026-08-04,00:45:00,0.0,0.0
9720,2026-08-04,01:00:00,0.0,0.0
9721,2026-08-04,01:15:00,0.0,0.0
9722,2026-08-04,01:30:00,0.0,0.0
9723,2026-08-04,01:45:00,0.0,0.0
9724,2026-08-04,02:00:00,0.0,0.0
9725,2026-08-04,02:15:00,0.0,0.0
9726,2026-08-04,02:30:00,0.0,0.0
9727,2026-08-04,02:45:00,0.0,0.0
9728,2026-08-04,03:00:00,0.0,0.0
9729,2026-08-04,03:15:00,0.0,0.0
9730,2026-08-04,03:30:00,0.0,0.0
9731,2026-08-04,03:45:00,0.0,0.0
9732,2026-08-04,04:00:00,0.0,0.0
9733,2026-08-04,04:15:00,0.0,0.0
9734,2026-08-04,04:30:00,0.0,0.0
9735,2026-08-04,04:45:00,0.0,0.0
9736,2026-08-04,05:00:00,0.0,0.0
9737,2026-08-04,05:15:00,0.0,0.0
9738,2026-08-04,05:30:00,0.0,0.0
9739,2026-08-04,05:45:00,0.0,0.0
9740,2026-08-04,06:00:00,0.0,0.0
9741,2026-08-04,06:15:00,0.0,0.0
9742,2026-08-04,06:30:00,0.0,0.0
9743,2026-08-04,06:45:00,0.0,0.0
9744,2026-08-04,07:00:00,0.0,0.0
9745,2026-08-04,07:15:00,0.0,0.0
9746,2026-08-04,07:30:00,0.0,0.0
9747,2026-08-04,07:45:00,0.0,0.0
9748,2026-08-04,08:00:00,0.0,0.0
9749,2026-08-04,08:15:00,0.0,0.0
9750,2026-08-04,08:30:00,0.0,0.0
9751,2026-08-04,08:45:00,0.0,0.0
9752,2026-08-04,09:00:00,0.0,0.0
9753,2026-08-04,09:15:00,0.0,0.0
9754,2026-08-04,09:30:00,0.0,0.0
9755,2026-08-04,09:45:00,0.0,0.0
9756,2026-08-04,10:00:00,0.0,0.0
9757,2026-08-04,10:15:00,0.0,0.0
9758,2026-08-04,10:30:00,0.0,0.0
9759,2026-08-04,10:45:00,0.0,0.0
9760,2026-08-04,11:00:00,0.0,0.0
9761,2026-08-04,11:15:00,0.0,0.0
9762,2026-08-04,11:30:00,0.0,0.0
9763,2026-08-04,11:45:00,0.0,0.0
9764,2026-08-04,12:00:00,0.0,0.0
9765,2026-08-04,12:15:00,0.0,0.0
9766,2026-08-04,12:30:00,0.0,0.0
9767,2026-08-04,12:45:00,0.0,0.0
9768,2026-08-04,13:00:00,0.0,0.0
9769,2026-08-04,13:15:00,0.0,0.0
9770,2026-08-04,13:30:00,0.0,0.0
9771,2026-08-04,13:45:00,0.0,0.0
9772,2026-08-04,14:00:00,0.0,0.0
9773,2026-08-04,14:15:00,0.0,0.0
9774,2026-08-04,14:30:00,0.0,0.0
9775,2026-08-04,14:45:00,0.0,0.0
9776,2026-08-04,15:00:00,0.0,0.0
9777,2026-08-04,15:15:00,0.0,0.0
9778,2026-08-04,15:30:00,0.0,0.0
9779,2026-08-04,15:45:00,0.0,0.0
9780,2026-08-04,16:00:00,0.4,4.4
9781,2026-08-04,16:15:00,0.0,0.0
9782,2026-08-04,16:30:00,0.2,0.0
9783,2026-08-04,16:45:00,2.6,26.4
9784,2026-08-04,17:00:00,0.0,0.0
9785,2026-08-04,17:15:00,0.0,0.0
9786,2026-08-04,17:30:00,0.0,0.0
9787,2026-08-04,17:45:00,0.0,0.0
9788,2026-08-04,18:00:00,0.0,0.0
9789,2026-08-04,18:15:00,0.0,0.0
9790,2026-08-04,18:30:00,0.0,0.0
9791,2026-08-04,18:45:00,0.0,0.0
9792,2026-08-04,19:00:00,0.0,0.0
9793,2026-08-04,19:15:00,0.0,0.0
9794,2026-08-04,19:30:00,0.0,0.0
9795,2026-08-04,19:45:00,0.0,0.0
9796,2026-08-04,20:00:00,0.0,0.0
9797,2026-08-04,20:15:00,0.0,0.0
9798,2026-08-04,20:30:00,0.0,0.0
9799,2026-08-04,20:45:00,0.0,0.0
9800,2026-08-04,21:00:00,0.0,0.0
9801,2026-08-04,21:15:00,0.0,0.0
9802,2026-08-04,21:30:00,0.0,0.0
9803,2026-08-04,21:45:00,0.0,0.0
9804,2026-08-04,22:00:00,0.0,0.0
9805,2026-08-04,22:15:00,0.0,0.0
9806,2026-08-04,22:30:00,0.2,0.0
9807,2026-08-04,22:45:00,0.0,0.0
9808,2026-08-04,23:00:00,0.0,0.0
9809,2026-08-04,23:15:00,0.0,0.0
9810,2026-08-04,23:30:00,0.0,0.0
9811,2026-08-04,23:45:00,0.0,0.0
9812,2026-08-05,00:15:00,0.0,0.0
9813,2026-08-05,00:30:00,0.0,0.0
9814,2026-08-05,00:45:00,0.0,0.0
9815,2026-08-05,01:00:00,0.0,0.0
9816,2026-08-05,01:15:00,0.0,0.0
9817,2026-08-05,01:30:00,0.0,0.0
9818,2026-08-05,01:45:00,0.0,0.0
9819,2026-08-05,02:00:00,0.0,0.0
9820,2026-08-05,02:15:00,0.0,0.0
9821,2026-08-05,02:30:00,0.0,0.0
9822,2026-08-05,02:45:00,0.0,0.0
9823,2026-08-05,03:00:00,0.0,0.0
9824,2026-08-05,03:15:00,0.0,0.0
9825,2026-08-05,03:30:00,0.0,0.0
9826,2026-08-05,03:45:00,0.0,0.0
9827,2026-08-05,04:00:00,0.0,0.0
9828,2026-08-05,04:15:00,0.0,0.0
9829,2026-08-05,04:30:00,0.0,0.0
9830,2026-08-05,04:45:00,0.0,0.0
9831,2026-08-05,05:00:00,0.0,0.0
9832,2026-08-05,05:15:00,0.0,0.0
9833,2026-08-05,05:30:00,0.0,0.0
9834,2026-08-05,05:45:00,0.0,0.0
9835,2026-08-05,06:00:00,0.0,0.0
9836,2026-08-05,06:15:00,0.0,0.0
9837,2026-08-05,06:30:00,0.0,0.0
9838,2026-08-05,06:45:00,0.0,0.0
9839,2026-08-05,07:00:00,0.0,0.0
9840,2026-08-05,07:15:00,0.0,0.0
9841,2026-08-05,07:30:00,0.0,0.0
9842,2026-08-05,07:45:00,0.0,0.0
9843,2026-08-05,08:00:00,0.0,0.0
9844,2026-08-05,08:15:00,0.0,0.0
9845,2026-08-05,08:30:00,0.0,0.0
9846,2026-08-05,08:45:00,0.0,0.0
9847,2026-08-05,09:00:00,0.0,0.0
9848,2026-08-05,09:15:00,0.0,0.0
9849,2026-08-05,09:30:00,0.0,0.0
9850,2026-08-05,09:45:00,0.0,0.0
9851,2026-08-05,10:00:00,0.0,0.0
9852,2026-08-05,10:15:00,0.0,0.0
9853,2026-08-05,10:30:00,0.0,0.0
9854,2026-08-05,10:45:00,0.0,0.0
9855,2026-08-05,11:00:00,0.0,0.0
9856,2026-08-05,11:15:00,0.0,0.0
9857,2026-08-05,11:30:00,0.0,0.0
9858,2026-08-05,11:45:00,0.0,0.0
9859,2026-08-05,12:00:00,0.0,0.0
9860,2026-08-05,12:15:00,0.0,0.0
9861,2026-08-05,12:30:00,0.0,0.0
9862,2026-08-05,12:45:00,0.0,0.0
9863,2026-08-05,13:00:00,0.0,0.0
9864,2026-08-05,13:15:00,0.0,0.0
9865,2026-08-05,13:30:00,0.0,0.0
9866,2026-08-05,13:45:00,0.0,0.0
9867,2026-08-05,14:00:00,0.0,0.0
9868,2026-08-05,14:15:00,0.0,0.0
9869,2026-08-05,14:30:00,0.0,0.0
9870,2026-08-05,14:45:00,0.0,0.0
9871,2026-08-05,15:00:00,0.0,0.0
9872,2026-08-05,15:15:00,0.0,0.0
9873,2026-08-05,15:30:00,0.0,0.0
9874,2026-08-05,15:45:00,0.0,0.0
9875,2026-08-05,16:00:00,0.0,0.0
9876,2026-08-05,16:15:00,0.0,0.0
9877,2026-08-05,16:30:00,0.0,0.0
9878,2026-08-05,16:45:00,0.0,0.0
9879,2026-08-05,17:00:00,0.0,0.0
9880,2026-08-05,17:15:00,0.0,0.0
9881,2026-08-05,17:30:00,0.0,0.0
9882,2026-08-05,17:45:00,0.0,0.0
9883,2026-08-05,18:00:00,0.0,0.0
9884,2026-08-05,18:15:00,0.0,0.0
9885,2026-08-05,18:30:00,0.0,0.0
9886,2026-08-05,18:45:00,0.0,0.0
9887,2026-08-05,19:00:00,0.0,0.0
9888,2026-08-05,19:15:00,0.0,0.0
9889,2026-08-05,19:30:00,0.0,0.0
9890,2026-08-05,19:45:00,0.0,0.0
9891,2026-08-05,20:00:00,0.0,0.0
9892,2026-08-05,20:15:00,0.0,0.0
9893,2026-08-05,20:30:00,0.0,0.0
9894,2026-08-05,20:45:00,0.0,0.0
9895,2026-08-05,21:00:00,0.0,0.0
9896,2026-08-05,21:15:00,0.0,0.0
9897,2026-08-05,21:30:00,0.0,0.0
9898,2026-08-05,21:45:00,0.0,0.0
9899,2026-08-05,22:00:00,0.0,0.0
9900,2026-08-05,22:15:00,0.0,0.0
9901,2026-08-05,22:30:00,0.0,0.0
9902,2026-08-05,22:45:00,0.0,0.0
9903,2026-08-05,23:00:00,0.0,0.0
9904,2026-08-05,23:15:00,0.0,0.0
9905,2026-08-05,23:30:00,0.0,0.0
9906,2026-08-05,23:45:00,0.0,0.0
9907,2026-08-06,00:15:00,0.0,0.0
9908,2026-08-06,00:30:00,0.0,0.0
9909,2026-08-06,00:45:00,0.0,0.0
9910,2026-08-06,01:00:00,0.0,0.0
9911,2026-08-06,01:15:00,0.0,0.0
9912,2026-08-06,01:30:00,0.0,0.0
9913,2026-08-06,01:45:00,0.0,0.0
9914,2026-08-06,02:00:00,0.0,0.0
9915,2026-08-06,02:15:00,0.0,0.0
9916,2026-08-06,02:30:00,0.0,0.0
9917,2026-08-06,02:45:00,0.0,0.0
9918,2026-08-06,03:00:00,0.0,0.0
9919,2026-08-06,03:15:00,0.0,0.0
9920,2026-08-06,03:30:00,0.0,0.0
9921,2026-08-06,03:45:00,0.0,0.0
9922,2026-08-06,04:00:00,0.0,0.0
9923,2026-08-06,04:15:00,0.0,0.0
9924,2026-08-06,04:30:00,0.0,0.0
9925,2026-08-06,04:45:00,0.0,0.0
9926,2026-08-06,05:00:00,0.0,0.0
9927,2026-08-06,05:15:00,0.0,0.0
9928,2026-08-06,05:30:00,0.0,0.0
9929,2026-08-06,05:45:00,0.0,0.0
9930,2026-08-06,06:00:00,0.0,0.0
9931,2026-08-06,06:15:00,0.0,0.0
9932,2026-08-06,06:30:00,0.0,0.0
9933,2026-08-06,06:45:00,0.0,0.0
9934,2026-08-06,07:00:00,0.0,0.0
9935,2026-08-06,07:15:00,0.0,0.0
9936,2026-08-06,07:30:00,0.0,0.0
9937,2026-08-06,07:45:00,0.0,0.0
9938,2026-08-06,08:00:00,0.0,0.0
9939,2026-08-06,08:15:00,0.0,0.0
9940,2026-08-06,08:30:00,0.0,0.0
9941,2026-08-06,08:45:00,0.0,0.0
9942,2026-08-06,09:00:00,0.0,0.0
9943,2026-08-06,09:15:00,0.0,0.0
9944,2026-08-06,09:30:00,0.0,0.0
9945,2026-08-06,09:45:00,0.0,0.0
9946,2026-08-06,10:00:00,0.0,0.0
9947,2026-08-06,10:15:00,0.0,0.0
9948,2026-08-06,10:30:00,0.0,0.0
9949,2026-08-06,10:45:00,0.0,0.0
9950,2026-08-06,11:00:00,0.0,0.0
9951,2026-08-06,11:15:00,0.0,0.0
9952,2026-08-06,11:30:00,0.0,0.0
9953,2026-08-06,11:45:00,0.0,0.0
9954,2026-08-06,12:00:00,0.0,0.0
9955,2026-08-06,12:15:00,0.0,0.0
9956,2026-08-06,12:30:00,0.0,0.0
9957,2026-08-06,12:45:00,0.0,0.0
9958,2026-08-06,13:00:00,0.0,0.0
9959,2026-08-06,13:15:00,0.0,0.0
9960,2026-08-06,13:30:00,0.0,0.0
9961,2026-08-06,13:45:00,0.0,0.0
9962,2026-08-06,14:00:00,0.0,0.0
9963,2026-08-06,14:15:00,0.0,0.0
9964,2026-08-06,14:30:00,0.0,0.0
9965,2026-08-06,14:45:00,0.0,0.0
9966,2026-08-06,15:00:00,0.2,0.0
9967,2026-08-06,15:15:00,0.6,14.2
9968,2026-08-06,15:30:00,0.0,0.0
9969,2026-08-06,15:45:00,0.6,2.4
9970,2026-08-06,16:00:00,0.2,2.4
9971,2026-08-06,16:15:00,0.2,1.4
9972,2026-08-06,16:30:00,0.0,0.0
9973,2026-08-06,16:45:00,0.2,0.0
9974,2026-08-06,17:00:00,0.4,1.8
9975,2026-08-06,17:15:00,0.2,1.8
9976,2026-08-06,17:30:00,0.0,0.0
9977,2026-08-06,17:45:00,0.0,0.0
9978,2026-08-06,18:00:00,0.2,0.0
9979,2026-08-06,18:15:00,0.2,0.8
9980,2026-08-06,18:30:00,0.0,0.0
9981,2026-08-06,18:45:00,0.0,0.0
9982,2026-08-06,19:00:00,0.0,0.0
9983,2026-08-06,19:15:00,0.0,0.0
9984,2026-08-06,19:30:00,0.0,0.0
9985,2026-08-06,19:45:00,0.0,0.0
9986,2026-08-06,20:00:00,0.0,0.0
9987,2026-08-06,20:15:00,0.0,0.0
9988,2026-08-06,20:30:00,0.0,0.0
9989,2026-08-06,20:45:00,0.0,0.0
9990,2026-08-06,21:00:00,0.0,0.0
9991,2026-08-06,21:15:00,0.0,0.0
9992,2026-08-06,21:30:00,0.0,0.0
9993,2026-08-06,21:45:00,0.0,0.0
9994,2026-08-06,22:00:00,0.0,0.0
9995,2026-08-06,22:15:00,0.0,0.0
9996,2026-08-06,22:30:00,0.0,0.0
9997,2026-08-06,22:45:00,0.0,0.0
9998,2026-08-06,23:00:00,0.0,0.0
9999,2026-08-06,23:15:00,0.0,0.0
10000,2026-08-06,23:30:00,0.0,0.0
10001,2026-08-06,23:45:00,0.0,0.0
10002,2026-08-07,00:15:00,0.0,0.0
10003,2026-08-07,00:30:00,0.0,0.0
10004,2026-08-07,00:45:00,0.0,0.0
10005,2026-08-07,01:00:00,0.0,0.0
10006,2026-08-07,01:15:00,0.0,0.0
10007,2026-08-07,01:30:00,0.0,0.0
10008,2026-08-07,01:45:00,0.0,0.0
10009,2026-08-07,02:00:00,0.0,0.0
10010,2026-08-07,02:15:00,0.0,0.0
10011,2026-08-07,02:30:00,0.0,0.0
10012,2026-08-07,02:45:00,0.0,0.0
